Name,Appearances,Goals,Goals per match,Shots,Shots on target,Shooting accuracy %,Assists,Passes,Passes per match,Big chances created,Accurate long balls,Through balls,Crosses,Cross accuracy %,Tackles,Tackle success %,Interceptions,Blocked shots,Clearances,Recoveries,Duels won,Successful 50/50s,Aerial battles won,Errors leading to goal,Fouls,Yellow cards,Red cards
Juan Castillo,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Hakim Ziyech,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Jorginho,70,7,0.1,33,13,39,3,5482,78.31,12,231,50,12,17,147,54,130,9,64,533,256,28,29,2.790055249,63,18,1.495652174
N'Golo Kanté,166,10,0.06,120,29,24,10,8952,53.93,15,364,28,86,29,540,65,420,46,184,1320,922,190,123,2,218,22,1.495652174
Ross Barkley,202,25,0.12,411,119,29,27,7686,38.05,32,469,59,322,22,172,73,76,145,108,755,973,376,170,2,155,18,1.495652174
Ruben Loftus-Cheek,78,9,0.12,78,19,24,6,1854,23.77,7,50,6,16,19,54,69,44,27,41,266,355,131,65,2.790055249,39,1,1.495652174
Mateo Kovacic,64,1,0.02,49,9,18,5,3398,53.09,4,128,19,16,13,108,62,30,24,34,300,320,120,19,2.790055249,40,11,1.495652174
Mason Mount,39,7,0.18,80,29,36,5,1312,33.64,8,28,3,138,25,43,44,18,28,19,151,136,44,10,2.790055249,40,3,1.495652174
Christian Pulisic,25,9,0.36,63,26,41,4,668,26.72,6,19,4,35,11,23,48,6,15,7,79,128,55,20,2.790055249,14,11.86614173,1.495652174
Billy Gilmour,6,13.19873817,6,1,45.628,1,9.090361446,172,28.67,12.24477612,9,14.35622318,1,1,5,40,3,27.512,2,15,10,2,2,2.790055249,3,11.86614173,1.495652174
Kai Havertz,2,13.19873817,2,119.5245283,45.628,33.44150943,9.090361446,41,20.5,12.24477612,1,1,1,1,3,67,89.74447174,27.512,1,10,6,1,2,2.790055249,2,11.86614173,1.495652174
Timo Werner,2,13.19873817,2,6,1,17,9.090361446,49,24.5,12.24477612,236.3481894,14.35622318,153.01,20.99009901,1,63.59752322,3,3,2,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,3,11.86614173,1.495652174
Tammy Abraham,68,20,0.29,133,56,42,4,721,10.6,6,236.3481894,14.35622318,26,20.99009901,18,63.59752322,8,26,39,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,35,2,1.495652174
Olivier Giroud,238,86,0.36,548,212,39,28,4718,19.82,40,236.3481894,14.35622318,90,20.99009901,145,63.59752322,64,104,178,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,223,18,2
Callum Hudson-Odoi,35,1,0.03,29,8,28,6,641,18.31,8,236.3481894,14.35622318,87,20.99009901,18,63.59752322,8,14,4,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,12,1,1.495652174
Wayne Hennessey,181,13.19873817,2.922714286,119.5245283,45.628,33.44150943,1,4858,26.84,12.24477612,1618,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,13,1,4,1.495652174
Vicente Guaita,57,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,1428,25.05,12.24477612,357,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2,1,3,1.495652174
Stephen Henderson,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Nathan Ferguson,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Joel Ward,201,4,2.922714286,119.5245283,45.628,33.44150943,5,6449,32.08,9,356,3,407,18,483,80,368,25,796,1013,1218,102,406,2,202,28,1.495652174
Patrick van Aanholt,191,20,2.922714286,119.5245283,45.628,33.44150943,14,6833,35.77,25,290,14,388,26,350,69,326,51,439,1126,680,184,69,2,94,19,1.495652174
James Tomkins,263,12,2.922714286,119.5245283,45.628,33.44150943,7,8210,31.22,8,752,4,51,33,447,70,443,26,2029,989,1442,25,823,7,167,46,2
Scott Dann,227,15,2.922714286,119.5245283,45.628,33.44150943,11,6399,28.19,11,665,4,24,29,291,59,343,29,1536,785,1016,46,612,5,145,34,1.495652174
Mamadou Sakho,125,3,2.922714286,119.5245283,45.628,33.44150943,2,5917,47.34,2,280,2,6,33,144,72,200,4,697,847,534,49,298,3,39,6,1
Gary Cahill,374,27,2.922714286,119.5245283,45.628,33.44150943,10,12718,34.01,8,847,6,23,17,471,75,452,63,2849,1441,1946,70,1157,8,266,38,3
Martin Kelly,153,13.19873817,2.922714286,119.5245283,45.628,33.44150943,5,3820,24.97,2,202,2,210,17,335,75,153,8,641,509,646,32,240,6,117,14,1.495652174
Tyrick Mitchell,6,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,132,22,12.24477612,6,14.35622318,5,60,15,53,3,27.512,5,17,19,1,123.5111111,2.790055249,2,1,1.495652174
Jaroslaw Jach,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Sam Woods,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Ryan Inniss,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Luka Milivojevic,121,27,0.22,144,55,38,4,5573,46.06,8,394,9,376,27,264,64,227,41,202,736,597,56,167,4,207,34,1.495652174
Max Meyer,46,1,0.02,47,10,21,2,864,18.78,12.24477612,19,14.35622318,33,15,52,56,22,14,20,116,111,19,6,2.790055249,16,4,1.495652174
Cheikhou Kouyaté,197,13,0.07,167,54,32,10,5799,29.44,3,176,8,104,16,446,65,310,33,412,1035,1311,125,547,1,242,25,1
Andros Townsend,211,22,0.1,335,103,31,22,4717,22.36,40,111,12,923,23,353,71,177,112,82,913,1025,414,19,2,78,14,1.495652174
Jeffrey Schlupp,148,11,2.922714286,119.5245283,45.628,33.44150943,8,3156,21.32,10,163,4,199,19,278,70,177,43,217,585,773,173,211,1,109,15,1.495652174
James McArthur,282,23,0.08,214,64,30,18,10076,35.73,21,570,32,137,18,613,72,398,68,312,1448,1304,155,314,2.790055249,370,45,1.495652174
James McCarthy,258,13,0.05,178,47,26,12,10840,42.02,8,835,23,188,28,674,73,421,65,366,1284,1190,123,148,3,309,48,1
Jairo Riedewald,29,13.19873817,29,4,45.628,4,9.090361446,484,16.69,12.24477612,29,1,8,38,25,72,29,2,31,70,45,11,7,2.790055249,6,11.86614173,1.495652174
Eberechi Eze,2,13.19873817,2,119.5245283,45.628,33.44150943,9.090361446,14,7,12.24477612,236.3481894,14.35622318,3,67,2,100,89.74447174,27.512,173.8312958,5,4,2,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Nya Kirby,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Jordan Ayew,139,25,0.18,226,78,35,9,2968,21.35,12,236.3481894,14.35622318,147,20.99009901,226,63.59752322,76,73,55,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,222,18,2
Wilfried Zaha,217,39,0.18,336,119,35,24,4555,20.99,36,236.3481894,14.35622318,537,20.99009901,294,63.59752322,123,106,32,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,287,33,1
Christian Benteke,225,72,0.32,544,208,38,20,5666,25.18,31,236.3481894,14.35622318,36,20.99009901,80,63.59752322,26,117,214,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,357,35,3
Connor Wickham,120,19,0.16,189,59,31,7,2003,16.69,5,236.3481894,14.35622318,112,20.99009901,93,63.59752322,53,56,109,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,147,11,1.495652174
Brandon Pierrick,2,13.19873817,2,119.5245283,45.628,33.44150943,9.090361446,7,3.5,12.24477612,236.3481894,14.35622318,2,20.99009901,120.5249406,63.59752322,89.74447174,27.512,1,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Michy Batshuayi,60,13,0.22,73,25,34,3,421,7.02,12.24477612,236.3481894,14.35622318,3,20.99009901,13,63.59752322,7,22,6,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,24,11.86614173,1.495652174
Jordan Pickford,147,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,4553,30.97,12.24477612,1273,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,13,3,3,1.495652174
João Virgínia,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Jonas Lössl,69,13.19873817,2.922714286,119.5245283,45.628,33.44150943,2,2290,33.19,12.24477612,746,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,5,70.25986079,2,1.495652174
Mason Holgate,65,13.19873817,2.922714286,119.5245283,45.628,33.44150943,4,2429,37.37,7,218,2,62,16,113,68,81,3,274,285,319,27,124,1,43,11,1.495652174
Michael Keane,153,6,2.922714286,119.5245283,45.628,33.44150943,5,6162,40.27,7,479,3,11,27,157,68,249,17,978,656,899,22,685,1,82,13,1.495652174
Lucas Digne,72,4,2.922714286,119.5245283,45.628,33.44150943,12,2961,41.12,21,130,2,570,28,150,64,104,29,195,369,452,37,209,2.790055249,83,11,1
Yerry Mina,44,3,2.922714286,119.5245283,45.628,33.44150943,1,2052,46.64,2,149,1,4,4,54,56,41,7,156,181,229,6,153,1,33,6,1.495652174
Séamus Coleman,276,20,2.922714286,119.5245283,45.628,33.44150943,21,8930,32.36,36,342,12,742,20,480,79,296,48,542,1272,1308,364,195,3,194,29,2
Jarrad Branthwaite,4,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,223,55.75,12.24477612,13,14.35622318,153.01,20.99009901,8,88,2,27.512,11,18,20,1,9,2.790055249,4,11.86614173,1.495652174
Jonjoe Kenny,31,13.19873817,2.922714286,119.5245283,45.628,33.44150943,2,1045,33.71,3,68,14.35622318,67,24,64,78,46,2,107,138,142,11,62,2.790055249,28,3,1.495652174
Niels Nkounkou,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Fabian Delph,185,7,0.04,144,36,25,8,8857,47.88,7,508,13,195,27,395,71,283,36,213,1011,987,259,130,5,140,29,3
Gylfi Sigurdsson,284,61,0.21,603,221,37,45,7752,27.3,68,204,95,1363,26,348,67,283,203,163,1015,863,197,88,1,193,20,1.495652174
André Gomes,48,1,0.02,27,5,19,2,2169,45.19,2,187,4,28,21,64,63,27,6,25,308,229,66,56,2.790055249,89,13,1.495652174
Jean-Philippe Gbamin,2,13.19873817,2,119.5245283,45.628,33.44150943,9.090361446,70,35,12.24477612,2,14.35622318,153.01,20.99009901,4,75,1,27.512,4,8,11,2,3,2.790055249,2,11.86614173,1.495652174
Tom Davies,106,5,0.05,60,15,25,4,2909,27.44,5,135,9,43,19,132,61,100,25,63,415,417,76,72,2.790055249,116,22,1.495652174
Beni Baningime,8,13.19873817,8,119.5245283,45.628,33.44150943,9.090361446,82,10.25,12.24477612,3,14.35622318,153.01,20.99009901,6,33,2,27.512,1,9,9,1,1,2.790055249,4,1,1.495652174
Allan,2,13.19873817,2,1,1,100,9.090361446,140,70,12.24477612,7,14.35622318,2,2,9,56,3,27.512,3,18,16,2,1,2.790055249,4,11.86614173,1.495652174
James Rodríguez,2,1,0.5,4,1,25,1,109,54.5,2,18,3,7,29,3,33,3,1,173.8312958,9,12,3,1,2.790055249,1,11.86614173,1.495652174
Abdoulaye Doucouré,131,17,0.13,182,54,30,11,6811,51.99,15,213,7,71,20,235,58,143,56,163,1019,576,129,154,1,145,31,1.495652174
Muhamed Besic,46,13.19873817,46,26,7,27,9.090361446,1339,29.11,2,116,3,18,22,93,76,34,7,56,154,186,53,21,1,42,11,1.495652174
Sandro Ramírez,8,13.19873817,8,9,1,11,9.090361446,82,10.25,12.24477612,236.3481894,14.35622318,6,20.99009901,2,63.59752322,1,3,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,1,11.86614173,1.495652174
Yannick Bolasie,119,11,0.09,219,72,33,17,2124,17.85,25,236.3481894,14.35622318,595,20.99009901,151,63.59752322,48,55,107,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,140,9,1
Richarlison,111,31,0.28,280,85,30,10,2452,22.09,22,236.3481894,14.35622318,158,20.99009901,190,63.59752322,53,80,109,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,114,17,1
Dominic Calvert-Lewin,116,28,0.24,195,77,39,9,1588,13.69,9,236.3481894,14.35622318,47,20.99009901,42,63.59752322,29,37,85,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,138,17,1.495652174
Theo Walcott,346,75,0.22,616,267,43,51,5491,15.87,61,236.3481894,14.35622318,952,20.99009901,214,63.59752322,149,141,81,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,101,10,1.495652174
