Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Club_encoded,Position_encoded
Liam Delap,48.0,England,17.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,0.0,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0,11,1
David de Gea,1.0,Spain,29.0,314.0,174,66,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,113.0,317.0,,,,,,,,,,,,,,,1.0,13.0,9.090361445783133,1.4405352510043974,22.32,,,,,1943.0,870.0,2.0,108.0,185.0,107.0,87.0,1205.0,2452.0,6,0,1,,12,2
Lee Grant,,England,37.0,31.0,10,12,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,9.0,41.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,-0.6046162117663131,30.94,,,,,365.0,99.0,0.0,21.0,24.0,16.0,21.0,114.0,301.0,1,0,0,,12,2
Sergio Romero,22.0,Argentina,33.0,7.0,4,1,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,6.0,2.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,-0.8676125486317036,25.86,,,,,54.0,20.0,1.0,1.0,10.0,2.0,5.0,39.0,38.0,0,0,0,,12,2
Dean Henderson,26.0,England,23.0,36.0,14,11,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,13.0,33.0,,,,,,,,,,,,,,,0.0,1.0,9.090361445783133,-0.6130672508686714,25.94,,,,,265.0,97.0,1.0,16.0,16.0,7.0,8.0,106.0,261.0,2,0,0,,12,2
Victor Lindelöf,2.0,Sweden,26.0,83.0,41,19,-0.724270785260684,,1.0,0.0,1.0,,,1.3941664213081824e-16,,,0.0,,23.0,89.0,86.0,62%,1.0,5.0,63.0,311.0,161.0,0.0,461.0,319.0,191.0,16.0,188.0,117.0,2.0,1.0,1.0,0.5650076000000767,53.24,5.0,4.0,4%,3.0,172.0,,,,,,,,,8,0,53,0.0,12,0
Eric Bailly,3.0,Cote D'Ivoire,26.0,54.0,35,7,-0.7889451060853704,,0.0,1.0,0.0,,,1.3941664213081824e-16,,,1.0,,21.0,35.0,92.0,67%,1.0,3.0,102.0,226.0,88.0,0.0,281.0,229.0,123.0,23.0,75.0,42.0,1.0,0.0,9.090361445783133,-0.36021216092611086,31.15,0.0,2.0,2%,1.0,100.0,,,,,,,,,6,1,45,0.0,12,0
Phil Jones,4.0,England,28.0,200.0,104,44,-0.724270785260684,,1.0,1.0,0.0,,,1.3941664213081824e-16,,,3.0,,60.0,170.0,394.0,73%,11.0,19.0,404.0,1073.0,560.0,3.0,872.0,1051.0,608.0,75.0,407.0,237.0,2.0,1.0,6.0,1.7197575829463159,39.18,11.0,137.0,20%,13.0,485.0,,,,,,,,,27,0,155,3.0,12,0
Harry Maguire,5.0,England,27.0,140.0,50,58,-0.3362248603125654,,4.0,4.0,0.0,,,1.3941664213081824e-16,,,4.0,,32.0,195.0,191.0,69%,3.0,23.0,233.0,639.0,396.0,0.0,871.0,895.0,433.0,107.0,494.0,202.0,0.0,1.0,7.0,1.5473563852582064,52.32,9.0,34.0,15%,6.0,646.0,,,,,,,,,26,1,117,17.0,12,0
Chris Smalling,12.0,England,30.0,219.0,122,56,-0.07752757701381967,,8.0,2.0,2.0,,,1.3941664213081824e-16,,,2.0,,66.0,210.0,283.0,68%,8.0,32.0,360.0,1287.0,670.0,0.0,897.0,1082.0,629.0,59.0,645.0,324.0,4.0,3.0,2.0,1.8066342649185592,36.95,3.0,63.0,35%,7.0,517.0,,,,,,,,,18,1,192,14.0,12,0
Marcos Rojo,16.0,Argentina,30.0,76.0,45,10,-0.7889451060853704,,0.0,0.0,1.0,,,1.3941664213081824e-16,,,0.0,,21.0,58.0,140.0,71%,0.0,14.0,130.0,383.0,213.0,0.0,358.0,351.0,264.0,26.0,154.0,113.0,1.0,1.0,1.0,0.25536152728966827,46.09,1.0,83.0,22%,2.0,238.0,,,,,,,,,23,0,81,2.0,12,0
Diogo Dalot,20.0,Portugal,21.0,20.0,9,7,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,1.0,19.0,27.0,52%,0.0,5.0,12.0,31.0,13.0,0.0,58.0,65.0,37.0,11.0,25.0,6.0,0.0,0.0,2.0,-0.7685663703520642,23.7,5.0,53.0,26%,0.0,10.0,,,,,,,,,3,0,13,2.0,12,0
Luke Shaw,23.0,England,25.0,157.0,68,39,-0.7889451060853704,,0.0,0.0,1.0,,,1.3941664213081824e-16,,,2.0,,43.0,141.0,275.0,73%,3.0,31.0,167.0,464.0,228.0,0.0,681.0,821.0,630.0,163.0,261.0,198.0,0.0,1.0,7.0,1.3235728698277585,42.44,14.0,425.0,21%,9.0,171.0,,,,,,,,,29,1,138,7.0,12,0
Timothy Fosu-Mensah,24.0,Netherlands,22.0,49.0,17,23,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,5.0,51.0,80.0,69%,3.0,5.0,65.0,110.0,49.0,0.0,175.0,151.0,135.0,24.0,31.0,46.0,1.0,1.0,1.0,-0.48393537338463644,26.86,2.0,40.0,23%,2.0,59.0,,,,,,,,,8,0,36,2.0,12,0
Aaron Wan-Bissaka,29.0,England,22.0,77.0,32,26,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,25.0,89.0,287.0,66%,0.0,7.0,165.0,221.0,100.0,1.0,423.0,529.0,300.0,128.0,76.0,75.0,0.0,0.0,7.0,0.09174941026801145,39.21,8.0,179.0,17%,3.0,72.0,,,,,,,,,13,1,46,3.0,12,0
Axel Tuanzebe,38.0,England,22.0,10.0,4,3,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,1.0,7.0,11.0,64%,0.0,1.0,12.0,12.0,9.0,0.0,28.0,24.0,37.0,1.0,5.0,17.0,0.0,1.0,9.090361445783133,-0.834484475350459,27.9,0.0,1.0,1%,0.0,6.0,,,,,,,,,0,0,9,0.0,12,0
Brandon Williams,33.0,England,20.0,17.0,8,3,-0.7889451060853704,,0.0,1.0,0.0,,,1.3941664213081824e-16,,,0.0,,4.0,11.0,21.0,71%,0.0,1.0,16.0,14.0,10.0,0.0,68.0,62.0,53.0,16.0,10.0,9.0,0.0,0.0,9.090361445783133,-0.7425371699168006,32.41,0.0,12.0,25%,1.0,16.0,,,,,,,,,6,0,13,1.0,12,0
Teden Mengi,71.0,England,18.0,81.7006237006237,0,0,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,12,0
Paul Pogba,6.0,France,27.0,112.0,63,18,0.7632385937071039,0.22,4.0,19.0,2.0,7.0,0.0,1.7803785486732169,110.0,37%,11.0,21.0,,,157.0,67%,,81.0,83.0,116.0,77.0,,718.0,824.0,753.0,239.0,224.0,159.0,,1.0,26.0,1.4844806543366604,63.74,21.0,105.0,14%,68.0,547.0,,,,,,,,,19,1,190,13.0,12,3
Juan Mata,8.0,Spain,32.0,262.0,136,61,2.4447709351489513,0.19,2.0,7.0,42.0,2.0,8.0,2.3788235641501783,133.0,37%,11.0,29.0,,,196.0,71%,,99.0,132.0,63.0,5.0,,1084.0,616.0,890.0,173.0,22.0,68.0,,1.0,52.0,2.9177768860966293,43.43,68.0,1099.0,24%,89.0,641.0,,,,,,,,,19,1,134,102.0,12,3
Jesse Lingard,14.0,England,27.0,133.0,68,31,0.3105183479342989,0.14,2.0,15.0,1.0,1.0,0.0,0.5736779436950816,69.0,39%,6.0,18.0,,,130.0,68%,,53.0,52.0,34.0,4.0,,336.0,358.0,526.0,96.0,19.0,100.0,,0.0,10.0,0.26651689890478125,26.59,18.0,121.0,16%,30.0,59.0,,,,,,,,,15,0,140,20.0,12,3
Andreas Pereira,15.0,Brazil,24.0,45.0,21,13,-0.724270785260684,0.04,0.0,1.0,1.0,0.0,0.0,-0.7311284015251784,16.0,36%,0.0,1.0,,,34.0,62%,,14.0,20.0,12.0,4.0,,140.0,101.0,213.0,32.0,13.0,49.0,,1.0,4.0,-0.5532338940239746,24.69,8.0,88.0,19%,3.0,42.0,,,,,,,,,10,0,42,4.0,12,3
Fred,17.0,Brazil,27.0,46.0,22,14,-0.7889451060853704,0.02,0.0,1.0,0.0,0.0,0.0,-0.6134015132346287,12.0,21%,3.0,1.0,,,89.0,55%,,13.0,54.0,35.0,9.0,,339.0,205.0,250.0,50.0,12.0,32.0,,1.0,1.0,-0.10499078003488994,52.98,4.0,76.0,25%,6.0,170.0,,,,,,,,,10,0,67,2.0,12,3
Bruno Fernandes,18.0,Portugal,26.0,15.0,9,1,-0.3362248603125654,0.53,0.0,8.0,0.0,4.0,1.0,-0.7115072534767535,19.0,40%,3.0,4.0,,,24.0,54%,,9.0,11.0,14.0,9.0,,75.0,57.0,76.0,15.0,3.0,11.0,,0.0,7.0,-0.6343638694066144,58.07,3.0,87.0,21%,8.0,52.0,,,,,,,,,2,0,10,2.0,12,3
Daniel James,21.0,Wales,22.0,34.0,15,9,-0.6595964644359975,0.09,0.0,3.0,0.0,0.0,0.0,-0.7507495495736034,20.0,47%,0.0,2.0,,,22.0,50%,,11.0,7.0,6.0,1.0,,94.0,111.0,141.0,27.0,8.0,26.0,,0.0,6.0,-0.6847320624566698,21.24,6.0,100.0,15%,4.0,13.0,,,,,,,,,4,0,14,2.0,12,3
Nemanja Matic,31.0,Serbia,32.0,208.0,127,36,-0.46557350196193825,0.03,0.0,2.0,4.0,0.0,0.0,0.1420126866297324,35.0,26%,3.0,7.0,,,491.0,69%,,46.0,337.0,406.0,255.0,,1583.0,1196.0,1009.0,235.0,343.0,239.0,,1.0,19.0,3.284213941574886,59.92,11.0,92.0,20%,26.0,741.0,,,,,,,,,36,3,234,14.0,12,3
Scott McTominay,39.0,Scotland,23.0,59.0,33,13,-0.46557350196193825,0.1,0.0,4.0,2.0,0.0,0.0,-0.701696679452541,17.0,35%,0.0,3.0,,,69.0,64%,,17.0,62.0,62.0,39.0,,259.0,288.0,224.0,38.0,94.0,69.0,,1.0,1.0,-0.27773001928709373,32.64,2.0,22.0,18%,4.0,94.0,,,,,,,,,6,0,59,1.0,12,3
Donny van de Beek,34.0,Netherlands,23.0,1.0,0,1,-0.7889451060853704,1.0,0.0,1.0,0.0,0.0,0.0,-1.1627936585905276,1.0,100%,0.0,0.0,,,1.0,1%,,0.0,0.0,0.0,0.0,,1.0,1.0,3.0,0.0,0.0,1.0,,0.0,9.090361445783133,-0.9213611573227024,22.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,12,3
Anthony Martial,9.0,France,24.0,146.0,73,37,2.4447709351489513,0.35,4.0,36.0,11.0,2.0,0.0,1.456629605874205,122.0,46%,5.0,24.0,,,77.0,,,72.0,29.0,56.0,30.0,,,,,,,,,,23.0,0.32601221418538373,25.42,35.0,200.0,,,,,,,,,,,,8,0,125,49.0,12,1
Marcus Rashford,10.0,England,22.0,143.0,76,28,1.992050689376146,0.31,4.0,35.0,5.0,6.0,1.0,1.7803785486732169,130.0,43%,9.0,39.0,,,74.0,,,75.0,35.0,70.0,34.0,,,,,,,,,,21.0,0.07822774770423817,20.83,27.0,258.0,,,,,,,,,,,,12,1,90,52.0,12,1
Odion Ighalo,25.0,Nigeria,31.0,67.0,23,27,0.18116970628492604,0.24,1.0,12.0,3.0,0.0,0.0,0.32841359308976953,62.0,41%,3.0,25.0,,,39.0,,,36.0,18.0,30.0,16.0,,,,,,,,,,4.0,-0.5755446372542005,15.6,1.0,20.0,,,,,,,,,,,,5,0,65,37.0,12,1
Mason Greenwood,11.0,England,18.0,35.0,14,10,-0.20687621866319253,0.29,0.0,2.0,8.0,0.0,0.0,-0.6918861054283285,24.0,49%,2.0,5.0,,,20.0,,,9.0,6.0,6.0,2.0,,,,,,,,,,1.0,-0.7337480892503481,16.49,1.0,12.0,,,,,,,,,,,,0,0,12,5.0,12,1
Mark Gillespie,29.0,England,28.0,81.7006237006237,0,0,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,13,2
Martin Dubravka,1.0,Slovakia,31.0,88.0,29,38,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,26.0,117.0,,,,,,,,,,,,,,,0.0,9.0,9.090361445783133,-0.14521772616211548,26.34,,,,,653.0,261.0,1.0,39.0,75.0,16.0,32.0,291.0,756.0,1,0,0,,13,2
Karl Darlow,26.0,England,29.0,21.0,5,8,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,6.0,29.0,,,,,,,,,,,,,,,1.0,1.0,9.090361445783133,-0.7415230452245176,26.38,,,,,171.0,65.0,1.0,13.0,30.0,5.0,9.0,73.0,174.0,0,0,0,,13,2
Daniel Langley,41.0,England,19.0,81.7006237006237,0,0,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,13,2
Ciaran Clark,2.0,Ireland,30.0,179.0,45,85,0.051821064635553186,,11.0,0.0,3.0,,,1.3941664213081824e-16,,,3.0,,29.0,270.0,306.0,74%,5.0,18.0,304.0,1256.0,580.0,5.0,683.0,872.0,605.0,48.0,420.0,305.0,0.0,4.0,5.0,0.989587804502558,31.7,10.0,41.0,20%,2.0,371.0,,,,,,,,,47,2,171,2.0,13,0
Paul Dummett,3.0,Wales,28.0,128.0,42,56,-0.724270785260684,,0.0,0.0,2.0,,,1.3941664213081824e-16,,,1.0,,27.0,151.0,216.0,75%,1.0,10.0,177.0,606.0,348.0,1.0,387.0,590.0,345.0,21.0,305.0,199.0,2.0,2.0,9.090361445783133,0.36049245372300565,29.8,4.0,202.0,19%,1.0,229.0,,,,,,,,,12,1,58,1.0,13,0
Fabian Schär,5.0,Switzerland,28.0,46.0,17,21,-0.46557350196193825,,1.0,3.0,2.0,,,1.3941664213081824e-16,,,0.0,,11.0,60.0,99.0,61%,0.0,7.0,114.0,209.0,106.0,2.0,225.0,268.0,229.0,30.0,99.0,99.0,0.0,2.0,1.0,-0.3355351267472246,38.15,1.0,29.0,10%,5.0,228.0,,,,,,,,,17,0,57,3.0,13,0
Jamaal Lascelles,6.0,England,26.0,109.0,34,48,-0.46557350196193825,,6.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,30.0,123.0,90.0,54%,5.0,3.0,123.0,645.0,364.0,2.0,546.0,489.0,275.0,15.0,343.0,171.0,0.0,4.0,1.0,0.3216176738521574,33.94,2.0,5.0,5%,2.0,237.0,,,,,,,,,16,1,69,3.0,13,0
Emil Krafth,17.0,Sweden,26.0,17.0,5,8,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,2.0,23.0,18.0,67%,0.0,1.0,8.0,40.0,22.0,0.0,43.0,36.0,28.0,4.0,8.0,9.0,0.0,0.0,1.0,-0.8175823971457424,19.35,1.0,20.0,5%,0.0,10.0,,,,,,,,,0,0,4,0.0,13,0
Federico Fernández,18.0,Argentina,31.0,170.0,55,72,-0.5949221436113111,,2.0,1.0,0.0,,,1.3941664213081824e-16,,,2.0,,43.0,235.0,254.0,73%,0.0,13.0,305.0,1070.0,633.0,0.0,756.0,777.0,578.0,24.0,399.0,295.0,4.0,3.0,7.0,1.5111859379001127,42.46,5.0,48.0,19%,2.0,523.0,,,,,,,,,25,0,135,8.0,13,0
Javier Manquillo,19.0,Spain,26.0,92.0,25,45,-0.7889451060853704,,0.0,1.0,0.0,,,1.3941664213081824e-16,,,0.0,,18.0,109.0,171.0,67%,0.0,2.0,100.0,221.0,95.0,0.0,310.0,359.0,299.0,47.0,88.0,85.0,0.0,0.0,5.0,-0.17327517598194506,24.29,4.0,168.0,14%,1.0,79.0,,,,,,,,,15,0,72,11.0,13,0
DeAndre Yedlin,22.0,United States,27.0,103.0,29,48,-0.724270785260684,,1.0,1.0,0.0,,,1.3941664213081824e-16,,,0.0,,19.0,121.0,169.0,64%,2.0,5.0,107.0,269.0,110.0,3.0,385.0,398.0,390.0,60.0,109.0,134.0,2.0,0.0,5.0,-0.08369416149694701,24.27,6.0,219.0,23%,3.0,90.0,,,,,,,,,16,1,102,15.0,13,0
Jamal Lewis,15.0,Northern Ireland,22.0,30.0,4,24,-0.7889451060853704,,0.0,0.0,1.0,,,1.3941664213081824e-16,,,0.0,,3.0,59.0,53.0,70%,0.0,2.0,27.0,57.0,20.0,0.0,150.0,122.0,107.0,34.0,9.0,24.0,0.0,0.0,9.090361445783133,-0.5566143096649179,36.7,1.0,48.0,25%,1.0,33.0,,,,,,,,,5,0,16,2.0,13,0
Jacob Murphy,23.0,England,25.0,34.0,6,22,-0.7889451060853704,0.03,0.0,1.0,0.0,0.0,0.0,-0.9371504560336406,8.0,33%,0.0,1.0,,,19.0,63%,,7.0,7.0,15.0,3.0,,97.0,76.0,120.0,37.0,11.0,27.0,,0.0,2.0,-0.8189345634021198,9.56,4.0,56.0,18%,1.0,11.0,,,,,,,,,0,0,12,1.0,13,3
Jonjo Shelvey,8.0,England,28.0,215.0,77,86,0.43986698958367176,0.09,1.0,16.0,3.0,2.0,1.0,2.496550452440728,114.0,30%,12.0,17.0,,,261.0,71%,,105.0,198.0,175.0,61.0,,1111.0,573.0,609.0,135.0,109.0,101.0,,3.0,23.0,2.0723349342967046,41.29,30.0,610.0,24%,67.0,976.0,,,,,,,,,33,4,178,12.0,13,3
Matt Ritchie,11.0,Scotland,31.0,128.0,38,58,-0.14220189783850612,0.09,1.0,1.0,9.0,1.0,0.0,0.8483740163730311,51.0,25%,5.0,7.0,,,193.0,68%,,76.0,150.0,173.0,80.0,,637.0,507.0,649.0,58.0,113.0,211.0,,1.0,20.0,0.4642712138999657,32.2,27.0,753.0,25%,16.0,222.0,,,,,,,,,24,0,159,8.0,13,3
Isaac Hayden,14.0,England,25.0,82.0,31,31,-0.6595964644359975,0.04,1.0,2.0,0.0,0.0,0.0,-0.6330226612830536,17.0,31%,0.0,2.0,,,171.0,56%,,20.0,104.0,102.0,49.0,,316.0,424.0,372.0,45.0,161.0,122.0,,0.0,6.0,-0.20234675049405765,26.21,9.0,66.0,24%,6.0,69.0,,,,,,,,,15,2,92,2.0,13,3
Miguel Almirón,24.0,Paraguay,26.0,48.0,17,18,-0.5949221436113111,0.08,0.0,2.0,2.0,0.0,0.0,-0.4270006067745915,25.0,33%,2.0,11.0,,,81.0,63%,,25.0,39.0,20.0,8.0,,256.0,222.0,205.0,53.0,11.0,37.0,,0.0,3.0,-0.5576284343572009,22.88,4.0,65.0,25%,3.0,28.0,,,,,,,,,5,0,37,28.0,13,3
Christian Atsu,30.0,Ghana,28.0,80.0,25,32,-0.6595964644359975,0.04,0.0,0.0,3.0,0.0,0.0,-0.46624290287144143,28.0,39%,0.0,4.0,,,52.0,77%,,17.0,26.0,41.0,17.0,,245.0,217.0,380.0,73.0,32.0,142.0,,0.0,6.0,-0.5583045174853896,13.7,12.0,117.0,19%,8.0,24.0,,,,,,,,,5,0,34,14.0,13,3
Sean Longstaff,36.0,England,22.0,33.0,12,15,-0.724270785260684,0.06,0.0,1.0,1.0,0.0,0.0,-0.8488552898157282,9.0,27%,1.0,0.0,,,52.0,62%,,10.0,29.0,28.0,8.0,,119.0,123.0,134.0,12.0,26.0,33.0,,1.0,1.0,-0.6161096249455204,28.03,3.0,36.0,28%,1.0,64.0,,,,,,,,,4,1,24,0.0,13,3
Matthew Longstaff,4.0,England,20.0,9.0,2,4,-0.724270785260684,0.22,0.0,2.0,0.0,0.0,0.0,-1.1333619365178902,2.0,50%,1.0,0.0,,,3.0,33%,,1.0,5.0,3.0,1.0,,38.0,17.0,29.0,3.0,6.0,5.0,,0.0,9.090361445783133,-0.842597472888723,28.33,1.0,2.0,50%,1.0,10.0,,,,,,,,,1,0,6,0.0,13,3
Jeff Hendrick,16.0,Ireland,28.0,124.0,41,55,-0.20687621866319253,0.08,1.0,8.0,1.0,0.0,0.0,-0.20135740421770446,25.0,25%,0.0,7.0,,,91.0,55%,,38.0,80.0,93.0,45.0,,510.0,349.0,520.0,84.0,94.0,147.0,,0.0,6.0,0.10662323908816207,24.7,7.0,95.0,20%,10.0,134.0,,,,,,,,,19,1,97,34.0,13,3
Ryan Fraser,21.0,Scotland,26.0,121.0,34,59,0.18116970628492604,0.13,0.0,13.0,3.0,0.0,1.0,0.12239153858130744,61.0,46%,1.0,7.0,,,57.0,65%,,38.0,67.0,80.0,34.0,,413.0,364.0,360.0,66.0,31.0,97.0,,0.0,26.0,0.243868114110461,28.67,41.0,711.0,23%,16.0,94.0,,,,,,,,,7,0,40,14.0,13,3
Henri Saivet,28.0,Senegal,29.0,5.0,3,2,-0.7889451060853704,0.2,0.0,1.0,0.0,0.0,1.0,-1.1627936585905276,1.0,100%,0.0,0.0,,,18.0,67%,,0.0,9.0,10.0,3.0,,24.0,23.0,20.0,1.0,3.0,7.0,,1.0,9.090361445783133,-0.8929656659387786,21.2,0.0,2.0,2%,0.0,4.0,,,,,,,,,0,0,1,0.0,13,3
Daniel Barlaser,32.0,England,23.0,81.7006237006237,0,0,1.148846721304978e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3941664213081824e-16,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,13,3
Andy Carroll,7.0,England,31.0,232.0,81,92,2.5741195767983243,0.23,24.0,6.0,23.0,2.0,1.0,4.066242296314725,172.0,32%,12.0,49.0,,,103.0,,,107.0,74.0,323.0,195.0,,,,,,,,,,22.0,0.6687863601770367,20.37,28.0,114.0,,,,,,,,,,,,33,2,321,77.0,13,1
Joelinton,9.0,Brazil,24.0,40.0,12,17,-0.724270785260684,0.05,0.0,1.0,1.0,0.0,0.0,-0.6722649573799035,15.0,29%,1.0,8.0,,,36.0,,,13.0,11.0,31.0,20.0,,,,,,,,,,2.0,-0.646195324149916,20.9,3.0,6.0,,,,,,,,,,,,7,0,32,22.0,13,1
Allan Saint-Maximin,10.0,France,23.0,28.0,11,9,-0.6595964644359975,0.11,1.0,2.0,0.0,0.0,0.0,-0.7115072534767535,21.0,45%,2.0,4.0,,,15.0,,,14.0,9.0,5.0,1.0,,,,,,,,,,4.0,-0.7739750353775736,16.36,8.0,46.0,,,,,,,,,,,,0,0,19,3.0,13,1
Dwight Gayle,12.0,England,29.0,119.0,28,64,0.7632385937071039,0.21,2.0,16.0,7.0,2.0,2.0,0.3970876112592569,59.0,37%,4.0,23.0,,,61.0,,,41.0,26.0,41.0,26.0,,,,,,,,,,6.0,-0.5228101532554846,10.09,6.0,64.0,,,,,,,,,,,,8,1,77,34.0,13,1
Callum Wilson,13.0,England,28.0,128.0,39,60,1.8627020477267733,0.33,7.0,26.0,7.0,5.0,0.0,1.0445854968572807,91.0,40%,5.0,42.0,,,41.0,,,47.0,19.0,48.0,31.0,,,,,,,,,,12.0,-0.35615566215697886,13.23,21.0,78.0,,,,,,,,,,,,13,0,177,94.0,13,1
Wes Foderingham,18.0,England,29.0,81.7006237006237,0,0,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,14,2
Michael Verrips,21.0,Netherlands,23.0,81.7006237006237,0,0,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,14,2
Simon Moore,25.0,England,30.0,2.0,0,1,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,0.0,6.0,,,,,,,,,,,,,,,0.0,1.0,9.090361445783133,-0.9139242429126272,22.0,,,,,10.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0,0,0,,14,2
Aaron Ramsdale,1.0,England,22.0,39.0,9,23,1.148846721304978e-16,,,,,,,1.3941664213081824e-16,,,,,5.0,65.0,,,,,,,,,,,,,,,0.0,1.0,1.0,-0.5907565076384454,25.64,,,,,220.0,132.0,1.0,17.0,21.0,6.0,13.0,188.0,312.0,0,0,0,,14,2
George Baldock,2.0,England,27.0,40.0,14,14,-0.724270785260684,,0.0,2.0,0.0,,,1.3941664213081824e-16,,,0.0,,13.0,42.0,64.0,69%,0.0,4.0,36.0,70.0,36.0,0.0,177.0,192.0,182.0,42.0,41.0,60.0,0.0,1.0,3.0,-0.5305851092296543,29.45,3.0,136.0,27%,0.0,22.0,,,,,,,,,7,0,52,11.0,14,0
Enda Stevens,3.0,Ireland,30.0,47.0,16,17,-0.724270785260684,,1.0,0.0,1.0,,,1.3941664213081824e-16,,,0.0,,13.0,52.0,98.0,57%,0.0,7.0,48.0,96.0,35.0,0.0,253.0,228.0,219.0,67.0,39.0,38.0,0.0,2.0,4.0,-0.3642686596952428,35.53,9.0,135.0,18%,2.0,82.0,,,,,,,,,8,0,46,2.0,14,0
Jack O'Connell,5.0,England,26.0,35.0,13,11,1.148846721304978e-16,,0.0,0.0,0.0,,,1.3941664213081824e-16,,,0.0,,12.0,31.0,26.0,58%,1.0,3.0,44.0,151.0,80.0,0.0,192.0,190.0,124.0,9.0,140.0,76.0,0.0,1.0,1.0,-0.3764381560026388,46.69,6.0,52.0,21%,1.0,129.0,,,,,,,,,4,0,22,3.0,14,0
Chris Basham,6.0,England,32.0,61.0,20,24,-0.7889451060853704,,0.0,1.0,0.0,,,1.3941664213081824e-16,,,0.0,,12.0,52.0,126.0,62%,0.0,0.0,93.0,215.0,117.0,0.0,246.0,324.0,191.0,30.0,129.0,77.0,0.0,1.0,3.0,-0.3690012415925635,27.15,2.0,65.0,12%,0.0,97.0,,,,,,,,,5,0,39,5.0,14,0
John Egan,12.0,Ireland,27.0,38.0,14,13,-0.724270785260684,,1.0,1.0,0.0,,,1.3941664213081824e-16,,,0.0,,12.0,32.0,46.0,61%,1.0,14.0,58.0,168.0,79.0,0.0,181.0,204.0,133.0,1.0,138.0,80.0,0.0,1.0,9.090361445783133,-0.4758223758463725,35.26,1.0,3.0,3%,0.0,114.0,,,,,,,,,4,2,37,1.0,14,0
