Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
Solly March,20.0,England,26.0,92.0,21,42,2.0,0.02,1.0,0.0,1.0,0.0,0.0,93.0,26.0,28%,2.0,4.0,,,140.0,56%,,31.0,62.0,66.0,24.0,,345.0,372.0,456.0,116.0,52.0,124.0,,0.0,7.0,1971.0,21.42,13.0,329.0,23%,3.0,100.0,,,,,,,,,6,0,70,15.0
Davy Pröpper,24.0,Netherlands,29.0,100.0,24,44,2.0,0.02,1.0,1.0,0.0,0.0,0.0,80.0,15.0,19%,2.0,6.0,,,187.0,57%,,22.0,151.0,134.0,54.0,,673.0,456.0,472.0,112.0,112.0,89.0,,2.0,7.0,4384.0,43.84,7.0,67.0,15%,7.0,258.0,,,,,,,,,8,1,105,3.0
Steven Alzate,17.0,Colombia,22.0,21.0,6,9,13.198738170347003,21.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,27%,0.0,1.0,,,34.0,,,7.0,15.0,13.0,11.0,,,,,,,,,,9.090361445783133,681.0,32.43,0.0,8.0,,,,,,,,,,,,1,0,21,3.0
Max Sanders,41.0,England,21.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Jayson Molumby,49.0,Ireland,21.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Lars Dendoncker,53.0,Belgium,19.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Peter Gwargis,55.0,Sweden,20.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Leandro Trossard,11.0,Belgium,25.0,33.0,7,14,6.0,0.18,0.0,3.0,3.0,0.0,0.0,45.0,14.0,31%,3.0,8.0,,,23.0,,,8.0,11.0,6.0,2.0,,,,,,,,,,4.0,772.0,23.39,7.0,83.0,,,,,,,,,,,,0,0,17,4.0
Neal Maupay,9.0,France,24.0,39.0,10,16,12.0,0.31,3.0,3.0,6.0,2.0,0.0,101.0,41.0,41%,1.0,11.0,,,21.0,,,31.0,5.0,9.0,3.0,,,,,,,,,,4.0,710.0,18.21,3.0,13.0,,,,,,,,,,,,3,0,38,15.0
Alireza Jahanbakhsh,16.0,Iran,27.0,31.0,8,16,2.0,0.06,0.0,2.0,0.0,0.0,0.0,34.0,8.0,24%,2.0,0.0,,,41.0,,,10.0,14.0,3.0,0.0,,,,,,,,,,9.090361445783133,401.0,12.94,2.0,48.0,,,,,,,,,,,,2,0,21,7.0
José Izquierdo,19.0,Colombia,28.0,47.0,13,19,5.0,0.11,0.0,5.0,0.0,0.0,0.0,67.0,19.0,28%,0.0,3.0,,,38.0,,,19.0,21.0,32.0,11.0,,,,,,,,,,4.0,728.0,15.49,4.0,29.0,,,,,,,,,,,,3,0,26,18.0
Aaron Connolly,7.0,Ireland,20.0,26.0,8,12,4.0,0.15,0.0,4.0,0.0,0.0,0.0,43.0,16.0,37%,0.0,5.0,,,8.0,,,14.0,0.0,3.0,2.0,,,,,,,,,,1.0,161.0,6.19,1.0,9.0,,,,,,,,,,,,0,0,17,16.0
Florin Andone,21.0,Romania,27.0,26.0,5,14,4.0,0.15,2.0,2.0,0.0,0.0,0.0,20.0,9.0,45%,0.0,3.0,,,11.0,,,6.0,3.0,13.0,6.0,,,,,,,,,,9.090361445783133,177.0,6.81,0.0,5.0,,,,,,,,,,,,5,1,30,4.0
Viktor Gyökeres,42.0,Sweden,22.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,2747.585416666667,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0
Nick Pope,1.0,England,28.0,74.0,28,26,13.198738170347003,,,,,,,119.52452830188679,,,,,26.0,89.0,,,,,,,,,,,,,,,0.0,2.0,9.090361445783133,2124.0,28.7,,,,,647.0,237.0,2.0,29.0,100.0,18.0,45.0,300.0,605.0,4,0,1,
Bailey Peacock-Farrell,15.0,Northern Ireland,23.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Will Norris,25.0,England,27.0,1.0,1,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Matthew Lowton,2.0,England,31.0,172.0,49,83,2.0,,0.0,1.0,1.0,,,119.52452830188679,,,0.0,,36.0,266.0,415.0,66%,1.0,6.0,317.0,697.0,296.0,6.0,732.0,796.0,601.0,95.0,198.0,147.0,0.0,2.0,12.0,5463.0,31.76,18.0,428.0,19%,19.0,466.0,,,,,,,,,35,0,144,1.0
Charlie Taylor,3.0,England,27.0,74.0,23,33,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,19.0,98.0,111.0,50%,2.0,1.0,86.0,186.0,105.0,2.0,377.0,411.0,285.0,68.0,144.0,104.0,0.0,1.0,2.0,2249.0,30.39,3.0,238.0,21%,0.0,134.0,,,,,,,,,8,0,39,3.0
James Tarkowski,5.0,England,27.0,123.0,48,50,5.0,,1.0,1.0,2.0,,,119.52452830188679,,,1.0,,34.0,154.0,202.0,59%,1.0,13.0,166.0,691.0,412.0,3.0,472.0,861.0,442.0,34.0,540.0,233.0,0.0,1.0,3.0,3839.0,31.21,7.0,15.0,20%,0.0,355.0,,,,,,,,,24,0,119,12.0
Ben Mee,6.0,England,31.0,166.0,49,77,4.0,,3.0,1.0,0.0,,,119.52452830188679,,,4.0,,47.0,233.0,240.0,60%,5.0,13.0,260.0,1082.0,652.0,9.0,911.0,986.0,624.0,35.0,609.0,399.0,4.0,5.0,4.0,6088.0,36.67,7.0,70.0,16%,1.0,634.0,,,,,,,,,36,0,118,6.0
Erik Pieters,23.0,Netherlands,32.0,194.0,61,79,1.0,,0.0,0.0,1.0,,,119.52452830188679,,,0.0,,44.0,259.0,538.0,73%,2.0,11.0,354.0,620.0,312.0,2.0,899.0,1142.0,892.0,63.0,324.0,230.0,1.0,4.0,11.0,6880.0,35.46,17.0,455.0,18%,5.0,308.0,,,,,,,,,34,0,300,5.0
Phil Bardsley,26.0,Scotland,35.0,300.0,100,130,7.0,,0.0,6.0,1.0,,,119.52452830188679,,,2.0,,67.0,362.0,728.0,78%,8.0,56.0,423.0,1081.0,382.0,10.0,1154.0,1395.0,990.0,104.0,302.0,284.0,4.0,3.0,5.0,9247.0,30.82,17.0,660.0,20%,19.0,584.0,,,,,,,,,78,2,327,5.0
Kevin Long,28.0,Ireland,30.0,35.0,8,14,1.0,,1.0,0.0,0.0,,,119.52452830188679,,,1.0,,7.0,46.0,63.0,68%,0.0,6.0,34.0,214.0,119.0,0.0,130.0,236.0,160.0,3.0,139.0,105.0,1.0,1.0,3.0,1038.0,29.66,4.0,2.0,2%,0.0,104.0,,,,,,,,,1,0,28,1.0
Jimmy Dunne,34.0,Ireland,22.0,1.0,0,1,1.0,,1.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,4.0,0.0,0%,0.0,0.0,2.0,8.0,4.0,0.0,3.0,9.0,2.0,0.0,7.0,0.0,0.0,0.0,9.090361445783133,25.0,25.0,0.0,0.0,0%,0.0,2.0,,,,,,,,,0,0,1,0.0
Bobby Thomas,37.0,England,19.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Anthony Driscoll-Glennon,45.0,England,20.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Jack Cork,4.0,England,31.0,264.0,96,105,8.0,0.03,3.0,3.0,2.0,0.0,0.0,137.0,42.0,31%,2.0,6.0,,,466.0,71%,,43.0,400.0,477.0,207.0,,1565.0,1312.0,1335.0,184.0,393.0,479.0,,1.0,9.0,11059.0,41.89,11.0,151.0,17%,34.0,591.0,,,,,,,,,32,0,211,13.0
Jóhann Gudmundsson,7.0,Iceland,29.0,96.0,28,44,7.0,0.07,2.0,0.0,5.0,0.0,0.0,114.0,37.0,32%,8.0,1.0,,,93.0,61%,,32.0,91.0,90.0,33.0,,386.0,313.0,369.0,63.0,93.0,115.0,,0.0,17.0,1750.0,18.23,12.0,439.0,32%,3.0,82.0,,,,,,,,,5,0,41,6.0
Josh Brownhill,8.0,England,24.0,11.0,5,3,13.198738170347003,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8%,0.0,1.0,,,15.0,53%,,3.0,19.0,17.0,8.0,,52.0,52.0,42.0,8.0,21.0,20.0,,0.0,9.090361445783133,368.0,33.45,0.0,3.0,3%,0.0,10.0,,,,,,,,,2,0,8,0.0
Dwight McNeil,11.0,England,20.0,61.0,23,25,5.0,0.08,0.0,0.0,5.0,0.0,0.0,75.0,20.0,27%,3.0,2.0,,,83.0,,,25.0,43.0,59.0,25.0,,,,,,,,,,12.0,1509.0,24.74,17.0,377.0,,,,,,,,,,,,7,0,45,1.0
Robbie Brady,12.0,Ireland,28.0,142.0,37,77,9.0,0.06,0.0,2.0,7.0,2.0,1.0,155.0,42.0,27%,7.0,1.0,,,241.0,73%,,54.0,136.0,214.0,97.0,,578.0,596.0,572.0,129.0,136.0,111.0,,2.0,12.0,3280.0,23.1,23.0,724.0,26%,12.0,195.0,,,,,,,,,15,1,117,13.0
Ashley Westwood,18.0,England,30.0,222.0,65,106,9.0,0.04,0.0,9.0,0.0,0.0,1.0,137.0,34.0,25%,1.0,5.0,,,336.0,68%,,48.0,321.0,241.0,62.0,,1309.0,586.0,616.0,36.0,94.0,124.0,,1.0,25.0,9880.0,44.5,39.0,657.0,32%,22.0,790.0,,,,,,,,,38,0,195,2.0
Josh Benson,41.0,England,20.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Chris Wood,9.0,New Zealand,28.0,105.0,35,43,36.0,0.34,14.0,14.0,8.0,1.0,0.0,172.0,81.0,47%,7.0,36.0,,,28.0,,,22.0,7.0,62.0,44.0,,,,,,,,,,4.0,1535.0,14.62,8.0,25.0,,,,,,,,,,,,4,0,84,117.0
Ashley Barnes,10.0,England,30.0,155.0,45,71,38.0,0.25,5.0,29.0,4.0,5.0,0.0,276.0,104.0,38%,6.0,28.0,,,103.0,,,53.0,33.0,111.0,72.0,,,,,,,,,,6.0,2475.0,15.97,11.0,62.0,,,,,,,,,,,,32,2,269,92.0
Jay Rodriguez,19.0,England,31.0,178.0,53,71,41.0,0.23,8.0,25.0,7.0,2.0,0.0,378.0,140.0,37%,10.0,35.0,,,154.0,,,87.0,82.0,113.0,78.0,,,,,,,,,,12.0,2835.0,15.93,14.0,134.0,,,,,,,,,,,,11,0,156,99.0
Matej Vydra,27.0,Czech Republic,28.0,57.0,11,30,6.0,0.11,0.0,5.0,1.0,0.0,0.0,37.0,20.0,54%,1.0,10.0,,,10.0,,,5.0,5.0,13.0,7.0,,,,,,,,,,5.0,359.0,6.3,4.0,11.0,,,,,,,,,,,,1,0,9,10.0
Kepa Arrizabalaga,1.0,Spain,25.0,71.0,39,20,13.198738170347003,,,,,,,119.52452830188679,,,,,22.0,89.0,,,,,,,,,,,,,,,0.0,2.0,9.090361445783133,2006.0,28.25,,,,,334.0,142.0,1.0,16.0,33.0,9.0,22.0,320.0,473.0,2,0,0,
Willy Caballero,13.0,Argentina,38.0,33.0,19,5,13.198738170347003,,,,,,,119.52452830188679,,,,,11.0,33.0,,,,,,,,,,,,,,,0.0,2.0,9.090361445783133,798.0,24.18,,,,,166.0,72.0,1.0,15.0,20.0,5.0,16.0,132.0,166.0,0,0,0,
Antonio Rüdiger,2.0,Germany,27.0,80.0,45,21,5.0,,5.0,0.0,0.0,,,119.52452830188679,,,1.0,,28.0,81.0,93.0,59%,0.0,15.0,72.0,252.0,139.0,2.0,522.0,341.0,289.0,15.0,199.0,153.0,1.0,1.0,1.0,5738.0,71.72,5.0,18.0,6%,14.0,364.0,,,,,,,,,14,0,73,3.0
Marcos Alonso,3.0,Spain,29.0,140.0,87,32,20.0,,4.0,2.0,14.0,,,119.52452830188679,,,11.0,,52.0,132.0,288.0,68%,0.0,63.0,215.0,369.0,184.0,1.0,831.0,800.0,639.0,90.0,286.0,213.0,0.0,1.0,12.0,6434.0,45.96,17.0,428.0,19%,8.0,214.0,,,,,,,,,25,1,125,16.0
Andreas Christensen,4.0,Denmark,24.0,59.0,29,18,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,2.0,,12.0,64.0,76.0,51%,0.0,3.0,74.0,193.0,107.0,1.0,300.0,254.0,143.0,10.0,145.0,97.0,0.0,1.0,9.090361445783133,3213.0,54.46,2.0,0.0,0%,3.0,131.0,,,,,,,,,6,1,35,1.0
Kurt Zouma,15.0,France,25.0,143.0,60,49,5.0,,4.0,1.0,0.0,,,119.52452830188679,,,2.0,,35.0,164.0,160.0,69%,5.0,13.0,225.0,653.0,352.0,1.0,574.0,681.0,328.0,50.0,413.0,163.0,1.0,2.0,4.0,5767.0,40.33,2.0,20.0,10%,0.0,396.0,,,,,,,,,10,1,87,6.0
Reece James,24.0,England,20.0,26.0,15,8,1.0,,0.0,1.0,0.0,,,119.52452830188679,,,1.0,,4.0,26.0,43.0,67%,0.0,6.0,26.0,27.0,13.0,0.0,108.0,137.0,121.0,31.0,42.0,44.0,0.0,0.0,3.0,1104.0,42.46,6.0,120.0,24%,0.0,45.0,,,,,,,,,1,0,24,1.0
César Azpilicueta,28.0,Spain,31.0,272.0,158,56,8.0,,2.0,6.0,0.0,,,119.52452830188679,,,1.0,,95.0,276.0,722.0,73%,2.0,29.0,475.0,788.0,416.0,5.0,1376.0,1400.0,977.0,69.0,475.0,375.0,3.0,0.0,31.0,15647.0,57.53,32.0,577.0,22%,25.0,633.0,,,,,,,,,23,1,240,10.0
Fikayo Tomori,14.0,England,22.0,17.0,9,5,1.0,,0.0,1.0,0.0,,,119.52452830188679,,,0.0,,4.0,21.0,32.0,53%,1.0,1.0,24.0,53.0,26.0,0.0,102.0,81.0,49.0,9.0,34.0,29.0,0.0,0.0,9.090361445783133,1193.0,70.18,0.0,4.0,25%,3.0,43.0,,,,,,,,,3,0,8,1.0
Emerson,33.0,Italy,26.0,30.0,11,14,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,1.0,,4.0,36.0,43.0,58%,0.0,6.0,28.0,31.0,17.0,0.0,104.0,122.0,74.0,27.0,25.0,21.0,0.0,0.0,1.0,1285.0,42.83,3.0,97.0,19%,2.0,32.0,,,,,,,,,3,0,15,2.0
Ben Chilwell,21.0,England,23.0,99.0,40,36,4.0,,0.0,1.0,3.0,,,119.52452830188679,,,1.0,,24.0,117.0,157.0,63%,1.0,10.0,117.0,261.0,148.0,1.0,529.0,637.0,542.0,111.0,261.0,189.0,0.0,1.0,9.0,4540.0,45.86,12.0,337.0,18%,8.0,137.0,,,,,,,,,10,1,81,8.0
Thiago Silva,6.0,Brazil,36.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Juan Castillo,,Netherlands,20.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Hakim Ziyech,22.0,Morocco,27.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Jorginho,5.0,Italy,28.0,70.0,37,18,7.0,0.1,0.0,7.0,0.0,5.0,0.0,33.0,13.0,39%,0.0,1.0,,,147.0,54%,,9.0,130.0,64.0,29.0,,533.0,256.0,306.0,28.0,29.0,60.0,,0.0,3.0,5482.0,78.31,12.0,12.0,17%,50.0,231.0,,,,,,,,,18,0,63,0.0
N'Golo Kanté,7.0,France,29.0,166.0,98,35,10.0,0.06,0.0,6.0,4.0,0.0,0.0,120.0,29.0,24%,0.0,7.0,,,540.0,65%,,46.0,420.0,184.0,77.0,,1320.0,922.0,920.0,190.0,123.0,204.0,,2.0,10.0,8952.0,53.93,15.0,86.0,29%,28.0,364.0,,,,,,,,,22,0,218,7.0
Ross Barkley,8.0,England,26.0,202.0,91,59,25.0,0.12,2.0,16.0,7.0,2.0,2.0,411.0,119.0,29%,10.0,25.0,,,172.0,73%,,145.0,76.0,108.0,85.0,,755.0,973.0,1048.0,376.0,170.0,168.0,,2.0,27.0,7686.0,38.05,32.0,322.0,22%,59.0,469.0,,,,,,,,,18,0,155,19.0
Ruben Loftus-Cheek,12.0,England,24.0,78.0,35,22,9.0,0.12,2.0,6.0,1.0,0.0,0.0,78.0,19.0,24%,1.0,6.0,,,54.0,69%,,27.0,44.0,41.0,27.0,,266.0,355.0,337.0,131.0,65.0,93.0,,0.0,6.0,1854.0,23.77,7.0,16.0,19%,6.0,50.0,,,,,,,,,1,0,39,6.0
Mateo Kovacic,17.0,Croatia,26.0,64.0,34,16,1.0,0.02,0.0,1.0,0.0,0.0,0.0,49.0,9.0,18%,1.0,2.0,,,108.0,62%,,24.0,30.0,34.0,17.0,,300.0,320.0,222.0,120.0,19.0,27.0,,0.0,5.0,3398.0,53.09,4.0,16.0,13%,19.0,128.0,,,,,,,,,11,0,40,0.0
Mason Mount,19.0,England,21.0,39.0,20,13,7.0,0.18,0.0,7.0,0.0,0.0,1.0,80.0,29.0,36%,3.0,9.0,,,43.0,44%,,28.0,18.0,19.0,7.0,,151.0,136.0,211.0,44.0,10.0,48.0,,0.0,5.0,1312.0,33.64,8.0,138.0,25%,3.0,28.0,,,,,,,,,3,0,40,4.0
Christian Pulisic,10.0,United States,22.0,25.0,13,9,9.0,0.36,2.0,4.0,3.0,0.0,0.0,63.0,26.0,41%,1.0,8.0,,,23.0,48%,,15.0,6.0,7.0,4.0,,79.0,128.0,190.0,55.0,20.0,45.0,,0.0,4.0,668.0,26.72,6.0,35.0,11%,4.0,19.0,,,,,,,,,0,0,14,3.0
Billy Gilmour,23.0,Scotland,19.0,6.0,5,0,13.198738170347003,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,5.0,40%,,0.0,3.0,2.0,1.0,,15.0,10.0,16.0,2.0,2.0,5.0,,0.0,9.090361445783133,172.0,28.67,0.0,1.0,1%,0.0,9.0,,,,,,,,,0,0,3,0.0
Kai Havertz,29.0,Germany,21.0,2.0,1,1,13.198738170347003,2.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,3.0,67%,,0.0,0.0,1.0,1.0,,10.0,6.0,9.0,1.0,2.0,2.0,,0.0,9.090361445783133,41.0,20.5,0.0,1.0,1%,1.0,1.0,,,,,,,,,0,0,2,1.0
Timo Werner,11.0,Germany,24.0,2.0,1,1,13.198738170347003,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,,,1.0,,,3.0,3.0,2.0,1.0,,,,,,,,,,9.090361445783133,49.0,24.5,0.0,0.0,,,,,,,,,,,,0,0,3,2.0
Tammy Abraham,9.0,England,22.0,68.0,25,29,20.0,0.29,3.0,16.0,0.0,0.0,0.0,133.0,56.0,42%,3.0,26.0,,,18.0,,,26.0,8.0,39.0,32.0,,,,,,,,,,4.0,721.0,10.6,6.0,26.0,,,,,,,,,,,,2,0,35,35.0
Olivier Giroud,18.0,France,33.0,238.0,133,56,86.0,0.36,31.0,8.0,47.0,2.0,0.0,548.0,212.0,39%,19.0,82.0,,,145.0,,,104.0,64.0,178.0,116.0,,,,,,,,,,28.0,4718.0,19.82,40.0,90.0,,,,,,,,,,,,18,2,223,120.0
Callum Hudson-Odoi,20.0,England,19.0,35.0,18,12,1.0,0.03,0.0,1.0,0.0,0.0,0.0,29.0,8.0,28%,1.0,2.0,,,18.0,,,14.0,8.0,4.0,2.0,,,,,,,,,,6.0,641.0,18.31,8.0,87.0,,,,,,,,,,,,1,0,12,6.0
Wayne Hennessey,13.0,Wales,33.0,181.0,47,94,13.198738170347003,,,,,,,119.52452830188679,,,,,37.0,301.0,,,,,,,,,,,,,,,1.0,13.0,1.0,4858.0,26.84,,,,,1618.0,617.0,3.0,72.0,274.0,96.0,122.0,683.0,1621.0,4,0,1,
Vicente Guaita,31.0,Spain,33.0,57.0,23,21,13.198738170347003,,,,,,,119.52452830188679,,,,,18.0,66.0,,,,,,,,,,,,,,,1.0,2.0,9.090361445783133,1428.0,25.05,,,,,357.0,182.0,0.0,37.0,29.0,18.0,14.0,263.0,478.0,3,0,1,
Stephen Henderson,19.0,Ireland,32.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Nathan Ferguson,,England,19.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Joel Ward,2.0,England,30.0,201.0,66,95,4.0,,2.0,1.0,1.0,,,119.52452830188679,,,2.0,,45.0,274.0,483.0,80%,1.0,25.0,368.0,796.0,450.0,4.0,1013.0,1218.0,812.0,102.0,406.0,246.0,1.0,2.0,5.0,6449.0,32.08,9.0,407.0,18%,3.0,356.0,,,,,,,,,28,0,202,4.0
Patrick van Aanholt,3.0,Netherlands,30.0,191.0,57,92,20.0,,0.0,4.0,16.0,,,119.52452830188679,,,5.0,,40.0,277.0,350.0,69%,3.0,51.0,326.0,439.0,170.0,5.0,1126.0,680.0,566.0,184.0,69.0,88.0,2.0,2.0,14.0,6833.0,35.77,25.0,388.0,26%,14.0,290.0,,,,,,,,,19,0,94,27.0
James Tomkins,5.0,England,31.0,263.0,84,116,12.0,,7.0,3.0,2.0,,,119.52452830188679,,,6.0,,58.0,338.0,447.0,70%,17.0,26.0,443.0,2029.0,929.0,4.0,989.0,1442.0,817.0,25.0,823.0,473.0,0.0,7.0,7.0,8210.0,31.22,8.0,51.0,33%,4.0,752.0,,,,,,,,,46,2,167,7.0
Scott Dann,6.0,England,33.0,227.0,74,95,15.0,,9.0,4.0,2.0,,,119.52452830188679,,,6.0,,48.0,307.0,291.0,59%,5.0,29.0,343.0,1536.0,661.0,6.0,785.0,1016.0,698.0,46.0,612.0,441.0,5.0,5.0,11.0,6399.0,28.19,11.0,24.0,29%,4.0,665.0,,,,,,,,,34,0,145,10.0
Mamadou Sakho,12.0,France,30.0,125.0,52,43,3.0,,1.0,1.0,1.0,,,119.52452830188679,,,3.0,,32.0,162.0,144.0,72%,5.0,4.0,200.0,697.0,440.0,3.0,847.0,534.0,348.0,49.0,298.0,223.0,0.0,3.0,2.0,5917.0,47.34,2.0,6.0,33%,2.0,280.0,,,,,,,,,6,1,39,1.0
Gary Cahill,24.0,England,34.0,374.0,166,126,27.0,,9.0,13.0,4.0,,,119.52452830188679,,,5.0,,99.0,452.0,471.0,75%,18.0,63.0,452.0,2849.0,1155.0,10.0,1441.0,1946.0,1036.0,70.0,1157.0,562.0,2.0,8.0,10.0,12718.0,34.01,8.0,23.0,17%,6.0,847.0,,,,,,,,,38,3,266,3.0
Martin Kelly,34.0,England,30.0,153.0,55,62,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,2.0,,29.0,180.0,335.0,75%,1.0,8.0,153.0,641.0,312.0,1.0,509.0,646.0,518.0,32.0,240.0,192.0,2.0,6.0,5.0,3820.0,24.97,2.0,210.0,17%,2.0,202.0,,,,,,,,,14,0,117,1.0
Tyrick Mitchell,27.0,England,21.0,6.0,2,3,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,1.0,5.0,15.0,53%,0.0,0.0,3.0,5.0,0.0,0.0,17.0,19.0,26.0,1.0,0.0,9.0,0.0,0.0,9.090361445783133,132.0,22.0,0.0,5.0,60%,0.0,6.0,,,,,,,,,1,0,2,0.0
